Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
19,Travel_Frequently,1460,Research & Development,26,3,Life Sciences,1,1285,2,Male,64,3,1,Laboratory Technician,2,Divorced,3081.9,18853,7,Y,No,21,3,4,80,3,0,1,1,0,0,0,0,Yes
35,Travel_Frequently,660,Research & Development,21,4,Life Sciences,1,1286,3,Female,43,4,1,Healthcare Representative,3,Married,3258.93,15781,8,Y,No,16,4,4,80,0,16,1,3,15,14,2,8,Yes
42,Travel_Rarely,1199,Sales,28,1,Marketing,1,1287,1,Male,96,1,2,Sales Representative,3,Divorced,5753.58,17120,1,Y,No,19,4,2,80,0,22,1,4,11,10,9,6,No
39,Travel_Rarely,274,Research & Development,16,2,Life Sciences,1,1288,3,Male,42,3,1,Healthcare Representative,4,Married,3878.27,7983,3,Y,No,21,3,4,80,3,17,6,2,0,0,0,0,No
31,Travel_Rarely,208,Sales,4,1,Marketing,1,1289,2,Male,76,4,4,Sales Executive,2,Divorced,9137.23,3093,7,Y,Yes,17,3,3,80,1,10,0,4,6,4,0,2,No
35,Non-Travel,282,Research & Development,8,5,Medical,1,1290,3,Male,79,1,2,Research Scientist,2,Married,5900.38,6789,7,Y,No,11,3,4,80,3,16,1,2,3,0,2,2,Yes
32,Travel_Rarely,291,Sales,2,2,Medical,1,1291,1,Male,55,1,3,Sales Executive,4,Married,7045.69,4912,8,Y,Yes,16,3,3,80,0,13,4,2,8,1,5,8,Yes
31,Travel_Rarely,164,Sales,10,1,Life Sciences,1,1292,1,Male,32,4,2,Sales Executive,4,Married,5194.11,17111,2,Y,No,21,3,1,80,3,9,6,1,6,6,3,1,Yes
44,Travel_Rarely,1062,Sales,9,4,Life Sciences,1,1293,2,Male,80,3,3,Sales Representative,4,Divorced,6775.24,23873,0,Y,No,13,3,4,80,1,26,0,1,9,1,2,6,Yes
40,Travel_Rarely,1223,Research & Development,23,4,Life Sciences,1,1294,2,Female,69,3,1,Laboratory Technician,4,Divorced,2760.35,16332,8,Y,Yes,18,3,2,80,1,21,2,2,12,3,6,4,Yes
30,Travel_Rarely,963,Research & Development,15,2,Other,1,1295,2,Female,97,4,4,Research Scientist,4,Divorced,9040.29,18564,0,Y,No,23,3,1,80,0,10,5,3,7,5,7,7,No
45,Non-Travel,1251,Research & Development,13,5,Marketing,1,1296,4,Female,65,3,2,Research Scientist,3,Married,5487.13,14259,2,Y,No,11,4,1,80,3,24,3,3,19,6,10,12,No
39,Travel_Rarely,468,Sales,23,4,Medical,1,1297,4,Female,80,4,3,Sales Executive,4,Single,7003.01,11412,2,Y,Yes,20,3,4,80,0,18,1,3,9,7,8,4,Yes
44,Travel_Rarely,950,Sales,17,4,Life Sciences,1,1298,1,Male,30,3,2,Sales Executive,2,Single,6249.04,22526,8,Y,Yes,12,3,4,80,2,23,2,3,9,6,0,7,Yes
42,Travel_Rarely,142,Research & Development,16,5,Technical Degree,1,1299,4,Male,62,3,1,Laboratory Technician,1,Divorced,3033.75,22007,0,Y,No,13,3,2,80,0,20,1,1,7,2,0,5,Yes
29,Travel_Frequently,587,Research & Development,28,1,Life Sciences,1,1300,4,Female,36,4,3,Manufacturing Director,3,Married,7591.97,23113,6,Y,Yes,24,3,1,80,0,8,3,4,3,1,0,3,Yes
31,Travel_Rarely,177,Research & Development,2,4,Life Sciences,1,1301,3,Male,81,4,1,Healthcare Representative,2,Single,4160.12,18006,1,Y,No,13,3,3,80,0,10,4,4,0,0,0,0,No
43,Travel_Rarely,925,Research & Development,20,3,Medical,1,1302,4,Male,40,3,2,Research Scientist,1,Single,5546.26,23643,6,Y,No,17,3,4,80,3,23,4,2,14,10,2,0,Yes
42,Travel_Frequently,1393,Research & Development,20,4,Technical Degree,1,1303,3,Male,56,4,1,Research Scientist,3,Divorced,3318.04,11755,0,Y,No,23,4,1,80,2,24,3,3,23,18,14,20,Yes
36,Travel_Frequently,773,Sales,27,1,Life Sciences,1,1304,2,Female,43,3,2,Sales Executive,4,Divorced,5573.5,6684,9,Y,Yes,18,3,1,80,3,14,2,1,0,0,0,0,Yes
38,Travel_Frequently,800,Human Resources,14,1,Life Sciences,1,1305,3,Male,75,2,5,Human Resources,3,Divorced,11219.13,9854,9,Y,No,25,3,3,80,1,16,0,1,12,10,7,8,Yes
48,Non-Travel,858,Research & Development,3,2,Technical Degree,1,1306,3,Female,39,1,2,Research Scientist,4,Married,4999.6,22016,7,Y,Yes,19,3,1,80,2,27,5,1,11,11,8,3,Yes
31,Travel_Rarely,827,Research & Development,23,3,Life Sciences,1,1307,2,Male,53,1,3,Healthcare Representative,4,Married,7806.35,24357,9,Y,No,17,3,4,80,0,11,5,2,2,2,0,2,No
41,Travel_Frequently,1438,Research & Development,12,1,Life Sciences,1,1308,2,Female,90,3,2,Laboratory Technician,4,Single,5208.44,8417,9,Y,No,18,4,3,80,0,22,5,1,22,20,17,10,Yes
35,Travel_Rarely,1024,Research & Development,8,5,Medical,1,1309,1,Female,47,1,2,Laboratory Technician,1,Single,5968.38,19946,1,Y,No,21,3,4,80,0,14,0,2,2,2,2,1,Yes
35,Travel_Frequently,1001,Research & Development,2,3,Technical Degree,1,1310,1,Female,38,3,4,Laboratory Technician,3,Divorced,9898.13,15127,2,Y,No,25,3,2,80,3,14,1,2,12,0,5,12,Yes
46,Travel_Frequently,988,Research & Development,4,3,Medical,1,1311,1,Male,46,4,4,Research Scientist,4,Single,9583.16,19797,7,Y,No,16,3,1,80,1,24,3,2,23,20,8,6,No
44,Travel_Frequently,1092,Sales,14,5,Human Resources,1,1312,1,Male,87,2,3,Sales Executive,2,Married,7985.44,12698,2,Y,No,12,3,4,80,2,22,3,2,4,2,3,1,Yes
44,Travel_Rarely,1291,Research & Development,16,4,Medical,1,1313,3,Female,42,1,1,Laboratory Technician,3,Married,3227.97,24888,0,Y,Yes,11,4,4,80,2,23,0,1,2,0,0,2,Yes
48,Travel_Rarely,438,Research & Development,19,5,Life Sciences,1,1314,3,Male,79,1,2,Laboratory Technician,2,Married,5891.89,19401,8,Y,No,13,3,2,80,3,26,2,1,20,4,19,5,Yes
37,Travel_Rarely,292,Sales,2,5,Human Resources,1,1315,1,Male,35,4,1,Sales Executive,1,Divorced,3889.29,17428,7,Y,Yes,19,3,1,80,1,17,5,4,4,4,0,1,Yes
43,Non-Travel,382,Sales,12,4,Medical,1,1316,4,Male,80,2,2,Sales Executive,1,Single,5349.29,5654,3,Y,No,23,3,4,80,2,24,6,1,23,3,23,20,Yes
34,Non-Travel,1459,Research & Development,29,4,Life Sciences,1,1317,1,Female,65,2,2,Manufacturing Director,3,Married,5285.14,16997,7,Y,No,17,3,3,80,3,15,3,3,11,6,1,7,Yes
39,Travel_Rarely,489,Research & Development,14,4,Medical,1,1318,4,Male,100,2,3,Laboratory Technician,1,Single,7664.51,25226,4,Y,No,12,3,4,80,1,20,4,3,8,4,3,8,Yes
35,Travel_Rarely,1099,Research & Development,6,4,Life Sciences,1,1319,2,Female,54,4,4,Laboratory Technician,1,Single,10484.12,15742,2,Y,No,24,3,4,80,1,14,4,2,5,5,5,3,No
37,Travel_Rarely,624,Sales,13,4,Life Sciences,1,1320,3,Male,40,1,2,Sales Executive,3,Married,5383.88,10949,0,Y,Yes,11,3,4,80,2,16,6,2,15,7,15,2,Yes
42,Travel_Frequently,1363,Sales,4,5,Life Sciences,1,1321,3,Male,73,1,1,Sales Executive,2,Single,3274.61,13971,9,Y,No,12,3,4,80,2,21,3,2,9,9,1,6,Yes
29,Travel_Frequently,758,Sales,22,2,Medical,1,1322,4,Female,43,2,4,Sales Representative,4,Married,10089.2,17391,4,Y,Yes,25,3,1,80,1,9,5,4,2,1,2,1,Yes
55,Travel_Rarely,815,Research & Development,18,2,Marketing,1,1323,1,Male,58,4,1,Research Director,3,Married,3534.07,24482,5,Y,Yes,13,3,4,80,2,36,5,2,17,8,1,0,Yes
27,Travel_Rarely,990,Sales,12,1,Medical,1,1324,3,Male,79,4,2,Sales Executive,3,Single,5933.01,21968,3,Y,Yes,24,3,2,80,3,5,5,4,2,2,2,2,Yes
26,Travel_Frequently,1212,Research & Development,20,2,Human Resources,1,1325,4,Female,34,4,1,Laboratory Technician,4,Single,4237.32,18565,6,Y,No,16,3,4,80,1,4,2,2,2,2,1,1,No
47,Travel_Frequently,1218,Research & Development,27,2,Life Sciences,1,1326,2,Female,98,2,2,Research Scientist,2,Married,4546.49,8829,2,Y,No,22,3,3,80,2,29,4,3,24,11,17,20,No
44,Travel_Rarely,551,Research & Development,22,5,Life Sciences,1,1327,2,Male,86,4,5,Research Scientist,4,Divorced,11481.21,12487,6,Y,No,19,4,3,80,2,26,2,2,22,9,20,7,No
42,Travel_Rarely,527,Research & Development,21,4,Life Sciences,1,1328,3,Female,55,2,1,Laboratory Technician,4,Married,3385.1,4667,0,Y,Yes,18,3,4,80,3,20,0,1,14,8,1,0,Yes
42,Travel_Rarely,1274,Research & Development,19,4,Life Sciences,1,1329,1,Female,35,2,2,Healthcare Representative,2,Married,5018.83,11991,6,Y,No,20,4,4,80,2,23,1,2,10,2,5,4,No
36,Travel_Rarely,1499,Sales,8,5,Life Sciences,1,1330,4,Female,45,2,1,Sales Executive,2,Married,2540.68,18287,0,Y,No,19,3,2,80,2,15,5,1,10,7,7,1,Yes
28,Travel_Rarely,1145,Sales,7,2,Marketing,1,1331,3,Male,89,3,4,Sales Executive,4,Married,8704.25,8173,0,Y,No,21,3,2,80,2,6,0,1,0,0,0,0,Yes
37,Travel_Rarely,982,Research & Development,16,5,Technical Degree,1,1332,2,Male,41,2,4,Research Scientist,4,Single,9552.18,23805,1,Y,Yes,21,3,1,80,0,15,1,1,12,8,3,0,Yes
30,Travel_Frequently,412,Research & Development,19,1,Other,1,1333,1,Female,32,4,1,Laboratory Technician,3,Married,3232.98,11691,1,Y,No,18,4,1,80,3,12,6,1,5,5,1,5,Yes
45,Travel_Rarely,939,Research & Development,6,4,Life Sciences,1,1334,4,Female,92,3,1,Research Scientist,2,Married,3099.08,17208,3,Y,No,17,3,3,80,3,26,4,4,23,21,20,11,Yes
35,Travel_Frequently,618,Research & Development,20,3,Technical Degree,1,1335,3,Male,93,1,2,Research Scientist,1,Married,5547.21,15235,0,Y,Yes,16,3,4,80,0,13,1,4,9,6,8,5,Yes
29,Travel_Rarely,1329,Research & Development,27,1,Life Sciences,1,1336,4,Male,91,1,1,Laboratory Technician,2,Married,3153.93,15663,3,Y,No,18,4,4,80,3,8,1,2,8,5,1,6,Yes
34,Travel_Rarely,474,Sales,21,1,Life Sciences,1,1337,1,Male,35,4,3,Sales Executive,4,Divorced,8145.09,11176,1,Y,Yes,16,4,2,80,2,13,3,2,2,1,0,2,Yes
40,Travel_Rarely,550,Research & Development,11,5,Technical Degree,1,1338,1,Male,48,4,1,Laboratory Technician,4,Single,3189.56,20748,3,Y,No,12,3,2,80,2,20,1,4,8,7,0,8,No
31,Travel_Rarely,1114,Research & Development,5,2,Medical,1,1339,2,Male,47,4,1,Manufacturing Director,4,Divorced,4252.66,17072,3,Y,Yes,23,4,1,80,2,10,3,2,1,1,0,0,Yes
29,Travel_Frequently,694,Research & Development,16,4,Life Sciences,1,1340,1,Male,72,4,3,Research Scientist,4,Married,7484.99,7516,8,Y,Yes,19,3,1,80,3,7,1,2,3,0,1,3,Yes
39,Non-Travel,1302,Sales,7,3,Medical,1,1341,3,Female,32,3,1,Sales Executive,1,Married,3174.05,21689,8,Y,No,19,3,3,80,3,17,3,4,15,0,8,13,Yes
39,Travel_Rarely,1333,Sales,27,1,Life Sciences,1,1342,4,Male,67,4,4,Sales Executive,2,Single,9137.72,20599,0,Y,No,13,3,2,80,1,18,4,4,3,3,2,3,No
32,Travel_Rarely,599,Sales,5,3,Marketing,1,1343,1,Female,97,2,1,Sales Executive,1,Married,4256.9,18509,4,Y,No,19,3,4,80,0,14,4,2,0,0,0,0,Yes
32,Travel_Frequently,563,Sales,11,2,Medical,1,1344,1,Male,73,1,1,Sales Executive,1,Married,3847.92,4620,6,Y,No,12,3,2,80,3,13,1,4,10,3,1,10,Yes
39,Travel_Rarely,1247,Research & Development,15,2,Human Resources,1,1345,3,Male,92,4,5,Research Scientist,4,Married,11120.29,22599,3,Y,No,22,3,2,80,1,17,6,3,12,12,3,1,No
23,Travel_Rarely,212,Research & Development,3,3,Life Sciences,1,1346,4,Male,71,2,2,Manufacturing Director,1,Single,5559.54,19835,4,Y,No,24,3,2,80,0,2,6,1,2,2,2,1,Yes
24,Travel_Frequently,1135,Sales,26,4,Life Sciences,1,1347,4,Male,93,4,3,Sales Representative,4,Married,6320.66,11200,1,Y,No,13,3,1,80,0,3,2,1,1,1,1,1,Yes
30,Travel_Rarely,1249,Research & Development,5,2,Medical,1,1348,2,Female,83,2,1,Research Scientist,4,Single,2834.2,13896,2,Y,No,24,4,4,80,2,8,6,3,7,1,0,4,No
35,Travel_Rarely,430,Research & Development,23,3,Medical,1,1349,2,Female,100,3,2,Research Scientist,4,Divorced,5124.86,23931,6,Y,No,16,3,4,80,2,15,4,3,14,5,5,0,No
39,Travel_Rarely,1406,Research & Development,21,1,Life Sciences,1,1350,4,Male,66,1,3,Research Scientist,1,Divorced,7112.59,25087,9,Y,No,24,4,1,80,1,20,0,2,5,2,0,5,Yes
50,Travel_Frequently,239,Research & Development,5,3,Marketing,1,1351,3,Male,33,1,1,Research Scientist,4,Single,4106.51,25753,6,Y,Yes,14,4,1,80,1,28,6,2,28,10,5,19,Yes
44,Travel_Rarely,1001,Research & Development,9,3,Technical Degree,1,1352,3,Male,31,3,3,Laboratory Technician,1,Divorced,6542.91,21514,3,Y,No,18,4,4,80,2,23,0,1,7,2,5,0,Yes
35,Travel_Rarely,1220,Research & Development,15,5,Technical Degree,1,1353,2,Female,73,2,2,Research Scientist,2,Divorced,4786.1,2696,0,Y,Yes,11,3,3,80,2,15,3,2,2,1,0,2,Yes
36,Travel_Frequently,616,Sales,3,2,Marketing,1,1354,1,Female,96,4,2,Sales Executive,4,Married,5726.2,4270,0,Y,No,23,3,2,80,0,14,2,1,7,0,2,1,Yes
27,Travel_Rarely,668,Research & Development,29,4,Technical Degree,1,1355,3,Male,97,2,2,Manufacturing Director,3,Married,5615.14,11226,3,Y,No,16,3,4,80,0,8,5,2,7,4,6,2,No
36,Travel_Frequently,945,Research & Development,6,4,Medical,1,1356,1,Female,91,1,2,Research Scientist,3,Married,5325.11,18060,3,Y,No,12,3,1,80,3,16,3,2,11,6,7,6,Yes
34,Travel_Rarely,1192,Research & Development,17,5,Marketing,1,1357,3,Female,30,3,1,Manufacturing Director,3,Married,4526.24,11727,5,Y,Yes,16,3,4,80,2,13,1,1,0,0,0,0,Yes
39,Non-Travel,217,Research & Development,26,4,Life Sciences,1,1358,4,Male,46,3,2,Laboratory Technician,3,Single,5808.7,11005,6,Y,No,24,3,2,80,0,21,6,3,3,1,1,1,No
29,Travel_Rarely,987,Research & Development,21,3,Life Sciences,1,1359,2,Male,45,2,1,Research Scientist,3,Single,4111.41,17084,8,Y,Yes,11,3,4,80,1,10,4,3,6,6,1,2,No
41,Travel_Rarely,1182,Research & Development,8,5,Life Sciences,1,1360,1,Female,38,2,2,Laboratory Technician,1,Married,5474.6,21795,8,Y,No,25,4,1,80,0,21,2,2,12,6,0,1,Yes
50,Travel_Rarely,1156,Research & Development,21,1,Medical,1,1361,1,Female,82,3,3,Laboratory Technician,2,Single,7228.21,22102,9,Y,No,12,4,3,80,2,28,3,3,26,25,0,8,Yes
36,Travel_Rarely,1441,Research & Development,25,2,Life Sciences,1,1362,4,Male,88,1,2,Research Scientist,1,Divorced,5233.94,16816,4,Y,Yes,19,3,1,80,0,14,3,2,0,0,0,0,Yes
40,Travel_Frequently,149,Research & Development,11,2,Other,1,1363,3,Male,38,4,4,Research Scientist,4,Single,9963.83,8717,9,Y,No,16,3,3,80,2,20,0,4,18,14,17,17,No
43,Non-Travel,118,Research & Development,6,2,Life Sciences,1,1364,1,Male,41,4,1,Laboratory Technician,2,Married,3886.37,23304,2,Y,Yes,18,3,2,80,0,21,1,4,18,6,13,17,Yes
33,Travel_Rarely,825,Research & Development,8,3,Life Sciences,1,1365,3,Male,70,2,2,Healthcare Representative,2,Divorced,5390.7,20428,2,Y,No,17,4,1,80,3,13,3,4,5,5,3,2,No
39,Travel_Rarely,296,Research & Development,10,1,Medical,1,1366,4,Female,44,3,3,Laboratory Technician,2,Married,7735.79,3116,5,Y,No,19,3,4,80,3,20,0,3,4,4,4,0,No
37,Travel_Frequently,658,Research & Development,24,5,Life Sciences,1,1367,2,Male,95,3,2,Research Scientist,2,Married,5981.31,19540,0,Y,Yes,19,3,1,80,1,15,2,3,11,1,4,7,Yes
37,Travel_Frequently,551,Research & Development,29,5,Life Sciences,1,1368,1,Female,40,3,2,Laboratory Technician,3,Divorced,5218.04,17179,6,Y,Yes,21,3,1,80,1,18,3,1,10,5,3,9,Yes
30,Travel_Rarely,388,Research & Development,3,2,Life Sciences,1,1369,3,Female,37,1,1,Laboratory Technician,4,Divorced,3328.3,2988,2,Y,No,14,3,2,80,2,9,5,3,6,2,3,2,Yes
37,Travel_Rarely,1264,Research & Development,23,1,Medical,1,1370,1,Male,84,2,2,Laboratory Technician,2,Single,5723.32,12658,4,Y,No,17,4,3,80,2,16,5,2,2,0,0,1,No
41,Travel_Rarely,1207,Research & Development,14,1,Medical,1,1371,3,Male,35,2,1,Laboratory Technician,2,Married,2605.67,7587,6,Y,Yes,15,3,3,80,2,20,0,1,10,10,1,8,Yes
50,Travel_Rarely,490,Sales,23,1,Marketing,1,1372,3,Male,82,2,5,Sales Executive,3,Divorced,11732.8,20212,6,Y,Yes,17,3,4,80,0,29,5,3,16,7,4,10,Yes
45,Travel_Rarely,314,Sales,14,4,Marketing,1,1373,3,Female,49,1,1,Sales Representative,1,Married,2937.48,17803,8,Y,No,14,4,1,80,0,23,1,1,10,10,8,10,Yes
56,Travel_Rarely,314,Sales,10,4,Medical,1,1374,4,Male,68,2,4,Sales Executive,1,Married,9970.83,18271,0,Y,Yes,22,4,2,80,0,36,4,3,20,4,8,0,Yes
30,Travel_Rarely,227,Sales,12,2,Life Sciences,1,1375,2,Female,63,4,3,Sales Executive,1,Single,8573.89,12269,2,Y,No,20,4,3,80,1,8,5,2,2,2,1,1,No
44,Travel_Frequently,859,Research & Development,6,1,Life Sciences,1,1376,1,Female,86,2,1,Research Scientist,4,Single,3151.42,8088,8,Y,No,21,3,4,80,2,22,2,4,5,2,2,4,Yes
38,Travel_Rarely,503,Sales,12,1,Marketing,1,1377,2,Male,48,2,2,Sales Representative,1,Married,4825.18,4345,7,Y,Yes,21,3,3,80,0,19,3,4,2,0,1,0,Yes
56,Travel_Rarely,1152,Research & Development,23,5,Life Sciences,1,1378,3,Female,100,2,3,Healthcare Representative,2,Married,7410.05,11276,1,Y,No,11,3,4,80,1,36,0,2,36,3,13,29,No
29,Travel_Rarely,437,Research & Development,14,5,Life Sciences,1,1379,3,Female,60,1,4,Research Scientist,3,Divorced,9367.37,12543,7,Y,No,14,3,3,80,3,11,3,1,0,0,0,0,Yes
29,Travel_Rarely,930,Research & Development,2,2,Marketing,1,1380,2,Male,69,4,1,Laboratory Technician,3,Married,3830.36,5005,7,Y,No,25,3,4,80,2,11,4,4,5,3,2,5,No
31,Travel_Rarely,813,Research & Development,9,1,Medical,1,1381,2,Male,43,4,1,Research Scientist,1,Single,3617.03,6435,1,Y,No,23,3,3,80,3,11,3,3,11,11,6,3,No
18,Travel_Rarely,460,Sales,10,2,Life Sciences,1,1382,1,Female,66,3,1,Sales Representative,3,Single,3351.83,18220,7,Y,No,20,3,3,80,1,0,3,3,0,0,0,0,Yes
32,Travel_Rarely,668,Research & Development,26,5,Life Sciences,1,1383,3,Female,73,3,1,Laboratory Technician,2,Divorced,3545.31,12687,2,Y,No,25,4,1,80,2,12,0,1,12,9,0,4,Yes
30,Travel_Rarely,317,Sales,17,5,Technical Degree,1,1384,2,Male,38,4,2,Sales Executive,1,Single,4938.92,16147,6,Y,Yes,13,3,4,80,0,11,4,1,8,7,5,4,Yes
38,Travel_Rarely,301,Research & Development,17,4,Technical Degree,1,1385,4,Male,87,2,4,Healthcare Representative,2,Single,9914.61,15613,8,Y,No,19,4,4,80,1,19,2,2,11,1,9,11,No
40,Travel_Rarely,116,Research & Development,3,2,Marketing,1,1386,3,Male,49,2,2,Research Scientist,4,Divorced,6308.98,17216,3,Y,No,15,3,1,80,3,18,0,4,12,4,9,11,No
53,Travel_Frequently,421,Research & Development,19,2,Medical,1,1387,3,Female,79,2,3,Manufacturing Director,2,Married,6901.2,8628,5,Y,Yes,14,3,1,80,3,35,6,1,23,2,12,15,Yes
45,Travel_Rarely,617,Research & Development,1,1,Medical,1,1388,1,Male,49,1,2,Laboratory Technician,2,Single,4710.37,2076,8,Y,No,18,3,3,80,3,25,4,4,5,1,5,2,Yes
31,Travel_Frequently,1448,Sales,12,1,Other,1,1389,4,Male,65,2,2,Sales Executive,2,Divorced,5298.96,7752,4,Y,No,25,3,3,80,1,12,4,4,10,3,1,3,No
28,Travel_Rarely,1441,Research & Development,7,4,Other,1,1390,1,Female,56,1,1,Research Scientist,2,Divorced,2889.26,20946,0,Y,No,15,3,3,80,1,6,3,3,4,3,3,4,No
41,Travel_Rarely,780,Research & Development,4,3,Life Sciences,1,1391,4,Male,61,4,3,Research Scientist,4,Single,6861.89,19956,2,Y,Yes,13,4,1,80,2,23,1,1,14,6,10,6,Yes
25,Travel_Rarely,1205,Sales,10,3,Marketing,1,1392,1,Female,30,2,4,Sales Executive,1,Divorced,8798.99,25471,8,Y,No,12,3,3,80,2,7,1,2,3,2,0,2,No
53,Travel_Rarely,524,Research & Development,13,3,Life Sciences,1,1393,4,Male,46,2,3,Laboratory Technician,2,Married,7403.2,16994,2,Y,No,25,4,1,80,3,35,2,1,8,6,1,2,No
47,Travel_Frequently,1327,Human Resources,2,2,Life Sciences,1,1394,4,Female,38,3,1,Human Resources,1,Married,3294.29,7970,9,Y,No,18,3,3,80,1,28,3,4,7,2,3,4,Yes
32,Travel_Frequently,1118,Research & Development,10,2,Medical,1,1395,4,Male,74,4,1,Research Scientist,3,Divorced,3686.63,9952,1,Y,No,22,4,1,80,2,13,1,3,4,3,3,0,No
21,Travel_Frequently,486,Research & Development,21,5,Medical,1,1396,2,Female,95,2,1,Research Scientist,2,Divorced,3218.49,24993,3,Y,No,12,3,4,80,1,3,0,1,2,1,2,0,Yes
49,Travel_Rarely,877,Research & Development,22,2,Technical Degree,1,1397,3,Female,61,1,2,Research Scientist,2,Single,4891.68,13862,4,Y,No,24,3,2,80,0,30,2,1,6,1,5,4,Yes
35,Travel_Rarely,197,Research & Development,25,2,Life Sciences,1,1398,4,Male,74,4,3,Laboratory Technician,3,Single,7491.56,5111,6,Y,Yes,18,3,3,80,1,17,3,1,16,11,3,14,Yes
48,Travel_Rarely,1468,Research & Development,4,2,Medical,1,1399,2,Male,38,3,1,Laboratory Technician,1,Single,2970.72,4737,6,Y,No,15,3,3,80,3,27,5,2,15,5,4,11,Yes
22,Travel_Rarely,307,Research & Development,18,4,Technical Degree,1,1400,2,Male,59,4,3,Research Scientist,4,Married,7756.09,11544,8,Y,Yes,18,4,1,80,1,3,0,2,3,2,1,2,Yes
31,Travel_Rarely,685,Sales,5,2,Technical Degree,1,1401,1,Male,67,1,2,Sales Executive,2,Single,4666.89,23788,7,Y,No,15,3,4,80,3,11,1,2,10,8,7,9,Yes
37,Travel_Rarely,265,Sales,19,1,Life Sciences,1,1402,3,Female,89,3,3,Sales Executive,3,Married,6417.56,6649,1,Y,No,11,3,4,80,2,18,1,2,6,5,2,0,No
37,Travel_Rarely,121,Research & Development,2,1,Life Sciences,1,1403,3,Female,30,1,5,Healthcare Representative,3,Single,10695.11,5868,7,Y,Yes,22,3,3,80,2,19,1,3,10,4,9,3,Yes
32,Travel_Rarely,253,Research & Development,12,5,Medical,1,1404,1,Male,34,4,1,Healthcare Representative,2,Married,3290.84,21521,7,Y,No,23,3,1,80,2,12,1,3,11,5,3,7,No
42,Travel_Frequently,1418,Research & Development,17,4,Life Sciences,1,1405,3,Female,92,3,4,Laboratory Technician,1,Single,9356.44,9824,4,Y,No,21,3,1,80,0,20,4,2,1,1,0,0,Yes
27,Non-Travel,318,Research & Development,10,1,Other,1,1406,1,Female,65,1,1,Healthcare Representative,1,Divorced,3568.47,24520,2,Y,Yes,24,3,2,80,3,7,5,4,1,1,1,0,Yes
35,Non-Travel,768,Sales,2,4,Technical Degree,1,1407,2,Female,94,4,2,Sales Representative,2,Single,5217.65,9799,8,Y,Yes,21,3,4,80,0,15,2,2,11,6,1,8,Yes
38,Travel_Rarely,329,Research & Development,6,4,Life Sciences,1,1408,2,Male,53,1,4,Manufacturing Director,3,Single,9076.75,21870,6,Y,Yes,12,3,2,80,0,19,2,2,5,5,4,2,Yes
41,Travel_Rarely,119,Research & Development,8,5,Life Sciences,1,1409,4,Male,33,2,4,Laboratory Technician,2,Divorced,10216.64,14379,0,Y,Yes,24,3,4,80,2,21,1,4,2,1,2,1,Yes
43,Travel_Rarely,652,Research & Development,29,4,Life Sciences,1,1410,1,Male,97,4,2,Research Scientist,4,Married,6084.44,19386,7,Y,No,16,3,3,80,3,23,2,1,0,0,0,0,Yes
26,Travel_Frequently,1049,Human Resources,19,2,Technical Degree,1,1411,2,Male,54,3,2,Human Resources,4,Single,5993.1,10614,9,Y,No,13,4,3,80,1,8,5,4,7,2,0,0,No
23,Travel_Rarely,247,Research & Development,11,4,Life Sciences,1,1412,2,Male,36,3,3,Research Scientist,1,Single,7654.45,13101,4,Y,Yes,18,4,1,80,1,4,0,4,3,2,1,3,Yes
48,Travel_Rarely,1231,Research & Development,25,5,Medical,1,1413,1,Male,42,2,3,Research Scientist,4,Married,7694.25,9906,5,Y,No,15,3,1,80,3,30,0,3,15,10,7,5,No
39,Travel_Frequently,502,Research & Development,12,5,Medical,1,1414,2,Male,97,1,1,Laboratory Technician,3,Married,3097.4,7359,8,Y,No,13,3,1,80,1,20,6,1,13,6,0,13,Yes
30,Travel_Rarely,695,Research & Development,9,5,Medical,1,1415,3,Female,72,1,3,Research Scientist,4,Married,7572.18,22914,9,Y,No,22,3,4,80,2,8,2,4,0,0,0,0,Yes
50,Travel_Rarely,466,Research & Development,2,1,Life Sciences,1,1416,2,Male,86,3,2,Research Scientist,2,Married,5030.07,11615,7,Y,Yes,20,3,1,80,2,30,1,2,17,16,5,16,No
38,Travel_Rarely,1432,Research & Development,8,2,Life Sciences,1,1417,1,Male,65,1,2,Laboratory Technician,3,Single,4973.36,20017,2,Y,No,17,3,3,80,0,19,3,4,3,3,1,1,Yes
47,Travel_Rarely,901,Sales,26,1,Technical Degree,1,1418,3,Male,43,4,2,Sales Executive,1,Married,4691.26,25053,4,Y,No,24,4,2,80,2,27,5,3,2,0,2,0,Yes
37,Travel_Rarely,1017,Research & Development,11,3,Technical Degree,1,1419,3,Male,56,4,2,Laboratory Technician,1,Married,5703.04,3753,3,Y,No,18,3,3,80,1,17,1,4,7,0,1,7,No
55,Travel_Rarely,1257,Research & Development,28,2,Marketing,1,1420,2,Male,66,3,4,Healthcare Representative,4,Divorced,9581.84,15481,0,Y,No,14,3,3,80,0,34,4,2,22,17,10,12,No
