employee_id,full_name,department,job_role,monthly_income,overtime,risk_score,risk_category,recommended_actions
EMP511,Employee #511,Research & Development,Research Scientist,2244.0,No,0.8340037737811603,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP513,Employee #513,Sales,Sales Executive,7596.0,No,0.028430629803164107,Low Risk,Continue standard engagement and positive reinforcement.
EMP514,Employee #514,Research & Development,Research Scientist,2285.0,Yes,0.9958072101704804,High Risk,Reduce overtime load where possible to prevent burnout.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP515,Employee #515,Research & Development,Laboratory Technician,3034.0,No,0.8502842129592338,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP516,Employee #516,Sales,Sales Executive,5715.0,No,0.0233705192126502,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP517,Employee #517,Research & Development,Laboratory Technician,2576.0,No,0.8647874457544109,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP518,Employee #518,Research & Development,Manufacturing Director,4197.0,Yes,0.8840295969946722,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP520,Employee #520,Research & Development,Research Director,14336.0,No,0.5672123727184605,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP521,Employee #521,Research & Development,Laboratory Technician,3448.0,No,0.7797880205858292,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP522,Employee #522,Research & Development,Research Director,19406.0,No,0.8413493372675889,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.
EMP523,Employee #523,Sales,Sales Executive,6538.0,No,0.04650861903087515,Low Risk,Continue standard engagement and positive reinforcement.
EMP524,Employee #524,Research & Development,Manufacturing Director,4306.0,No,0.3219162592519397,Low Risk,Low job satisfaction detected. Recommend a career development check-in.; Critical work-life balance issues. Explore flexible hours or remote work options.
EMP525,Employee #525,Research & Development,Laboratory Technician,2258.0,No,0.9334173729560666,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP526,Employee #526,Research & Development,Healthcare Representative,4522.0,Yes,0.3593937490108942,Low Risk,Reduce overtime load where possible to prevent burnout.
EMP527,Employee #527,Sales,Sales Executive,4487.0,Yes,0.6646174301079999,High Risk,Reduce overtime load where possible to prevent burnout.
EMP529,Employee #529,Research & Development,Research Scientist,4449.0,Yes,0.9326039382824886,High Risk,Reduce overtime load where possible to prevent burnout.
EMP530,Employee #530,Research & Development,Laboratory Technician,2218.0,No,0.7561750211458403,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP531,Employee #531,Research & Development,Manager,19197.0,Yes,0.845071212444195,High Risk,Reduce overtime load where possible to prevent burnout.
EMP532,Employee #532,Sales,Sales Executive,13212.0,No,0.6769143209924008,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.
EMP533,Employee #533,Sales,Sales Executive,6577.0,No,0.017282228345903608,Low Risk,Continue standard engagement and positive reinforcement.
EMP534,Employee #534,Sales,Sales Executive,8392.0,No,0.11375328701756958,Low Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP536,Employee #536,Research & Development,Laboratory Technician,4558.0,No,0.3701905016978856,Low Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP538,Employee #538,Research & Development,Laboratory Technician,4031.0,No,0.9448537295638967,High Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP543,Employee #543,Research & Development,Manufacturing Director,7969.0,Yes,0.4516760356272249,Low Risk,Reduce overtime load where possible to prevent burnout.
EMP544,Employee #544,Research & Development,Research Scientist,2654.0,No,0.9764907937589034,High Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP546,Employee #546,Research & Development,Manager,16555.0,No,0.38379350277072116,Low Risk,Critical work-life balance issues. Explore flexible hours or remote work options.
EMP547,Employee #547,Research & Development,Research Scientist,4556.0,No,0.9344416535704988,High Risk,Continue standard engagement and positive reinforcement.
EMP548,Employee #548,Research & Development,Manufacturing Director,6091.0,No,0.1996241037940525,Low Risk,Continue standard engagement and positive reinforcement.
EMP549,Employee #549,Research & Development,Manager,19566.0,No,0.9896898458570349,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Critical work-life balance issues. Explore flexible hours or remote work options.
EMP550,Employee #550,Research & Development,Manufacturing Director,4810.0,No,0.09633664584502419,Low Risk,Review work schedule for better balance.
EMP551,Employee #551,Research & Development,Healthcare Representative,4523.0,No,0.15407442089037907,Low Risk,Continue standard engagement and positive reinforcement.
EMP554,Employee #554,Sales,Sales Representative,3202.0,Yes,0.9635446589396625,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP555,Employee #555,Sales,Sales Representative,2351.0,No,0.9860914682191075,High Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP556,Employee #556,Research & Development,Laboratory Technician,1702.0,Yes,0.990586801817238,High Risk,Reduce overtime load where possible to prevent burnout.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP558,Employee #558,Sales,Manager,18041.0,No,0.03860903336869584,Low Risk,Continue standard engagement and positive reinforcement.
EMP560,Employee #560,Research & Development,Research Scientist,2886.0,No,0.9906271601029353,High Risk,Critical work-life balance issues. Explore flexible hours or remote work options.; Compensation check. Monthly income is below average; review compensation structure.
EMP562,Employee #562,Research & Development,Laboratory Technician,2097.0,No,0.9462054350987198,High Risk,Critical work-life balance issues. Explore flexible hours or remote work options.; Compensation check. Monthly income is below average; review compensation structure.
EMP564,Employee #564,Research & Development,Research Director,11935.0,No,0.013005543113068351,Low Risk,Continue standard engagement and positive reinforcement.
EMP565,Employee #565,Research & Development,Research Scientist,2546.0,No,0.8996907545446609,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP566,Employee #566,Human Resources,Human Resources,2564.0,No,0.9470053384388876,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP567,Employee #567,Sales,Sales Executive,8412.0,No,0.3941738541568303,Low Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP568,Employee #568,Sales,Manager,14118.0,No,0.9093245854725664,High Risk,Review work schedule for better balance.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP569,Employee #569,Research & Development,Manager,17046.0,No,0.11044243717317305,Low Risk,Continue standard engagement and positive reinforcement.
EMP571,Employee #571,Research & Development,Laboratory Technician,2564.0,No,0.8657862486697917,High Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP573,Employee #573,Sales,Sales Executive,10266.0,No,0.9562751884209055,High Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP574,Employee #574,Research & Development,Manufacturing Director,5070.0,No,0.23864203601369918,Low Risk,Continue standard engagement and positive reinforcement.
EMP575,Employee #575,Research & Development,Research Director,17861.0,No,0.9250411241023826,High Risk,Critical work-life balance issues. Explore flexible hours or remote work options.
EMP577,Employee #577,Research & Development,Laboratory Technician,4230.0,No,0.7243046902584991,High Risk,Continue standard engagement and positive reinforcement.
EMP578,Employee #578,Research & Development,Laboratory Technician,3780.0,No,0.051758164894060175,Low Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP579,Employee #579,Research & Development,Research Scientist,2768.0,No,0.7751712157663523,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP580,Employee #580,Sales,Sales Executive,9071.0,Yes,0.7739434496050472,High Risk,Reduce overtime load where possible to prevent burnout.
EMP581,Employee #581,Research & Development,Manufacturing Director,10648.0,No,0.025112244056227122,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP582,Employee #582,Research & Development,Manager,13610.0,Yes,0.3687029959535279,Low Risk,Reduce overtime load where possible to prevent burnout.
EMP584,Employee #584,Research & Development,Laboratory Technician,3408.0,No,0.9533131097437668,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP585,Employee #585,Sales,Sales Representative,2983.0,No,0.5528563686572351,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP586,Employee #586,Research & Development,Healthcare Representative,7632.0,Yes,0.9211660950913722,High Risk,Reduce overtime load where possible to prevent burnout.
EMP587,Employee #587,Research & Development,Healthcare Representative,9824.0,No,0.9074734560007509,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP590,Employee #590,Human Resources,Human Resources,9950.0,Yes,0.9850227472265913,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.
EMP591,Employee #591,Research & Development,Laboratory Technician,2093.0,No,0.927393130611712,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP592,Employee #592,Sales,Sales Executive,9980.0,No,0.04823577760542826,Low Risk,Review work schedule for better balance.
EMP593,Employee #593,Research & Development,Laboratory Technician,3894.0,No,0.08821649285535064,Low Risk,Continue standard engagement and positive reinforcement.
EMP595,Employee #595,Sales,Sales Executive,4051.0,No,0.021460292807324362,Low Risk,Continue standard engagement and positive reinforcement.
EMP597,Employee #597,Sales,Manager,16835.0,No,0.7718346185832139,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP599,Employee #599,Sales,Sales Executive,6230.0,No,0.036306297787305986,Low Risk,Continue standard engagement and positive reinforcement.
EMP600,Employee #600,Sales,Sales Executive,4717.0,No,0.024091447893082908,Low Risk,Continue standard engagement and positive reinforcement.
EMP601,Employee #601,Research & Development,Manufacturing Director,13237.0,No,0.019558270162927726,Low Risk,Continue standard engagement and positive reinforcement.
EMP602,Employee #602,Research & Development,Laboratory Technician,3755.0,No,0.10241538909585927,Low Risk,Continue standard engagement and positive reinforcement.
EMP604,Employee #604,Sales,Sales Executive,6582.0,Yes,0.5853967104183758,High Risk,Reduce overtime load where possible to prevent burnout.
EMP605,Employee #605,Research & Development,Manufacturing Director,7406.0,Yes,0.9791450637279202,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.
EMP606,Employee #606,Sales,Sales Executive,4805.0,No,0.052000954844662266,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP608,Employee #608,Human Resources,Human Resources,2741.0,Yes,0.9889240715903317,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP611,Employee #611,Research & Development,Manufacturing Director,4262.0,No,0.022603715172505378,Low Risk,Continue standard engagement and positive reinforcement.
EMP612,Employee #612,Research & Development,Research Director,16184.0,No,0.1436833804516501,Low Risk,Continue standard engagement and positive reinforcement.
EMP613,Employee #613,Sales,Manager,11557.0,No,0.02097319860724124,Low Risk,Review work schedule for better balance.
EMP614,Employee #614,Sales,Sales Representative,1878.0,Yes,0.9930944225315419,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP615,Employee #615,Sales,Sales Executive,10932.0,No,0.9869553435138657,High Risk,Low job satisfaction detected. Recommend a career development check-in.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP616,Employee #616,Research & Development,Healthcare Representative,6811.0,Yes,0.9758281874148044,High Risk,Reduce overtime load where possible to prevent burnout.
EMP618,Employee #618,Sales,Sales Executive,4306.0,No,0.9623951137024719,High Risk,Continue standard engagement and positive reinforcement.
EMP620,Employee #620,Sales,Sales Executive,4859.0,No,0.39522666172071413,Low Risk,Continue standard engagement and positive reinforcement.
EMP621,Employee #621,Sales,Sales Executive,5337.0,No,0.031137442990660513,Low Risk,Continue standard engagement and positive reinforcement.
EMP622,Employee #622,Research & Development,Laboratory Technician,2340.0,Yes,0.9963230090867263,High Risk,Reduce overtime load where possible to prevent burnout.; Critical work-life balance issues. Explore flexible hours or remote work options.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP623,Employee #623,Research & Development,Manufacturing Director,7491.0,No,0.015002980506324606,Low Risk,Continue standard engagement and positive reinforcement.
EMP624,Employee #624,Research & Development,Healthcare Representative,10527.0,No,0.5374601483757818,High Risk,Review work schedule for better balance.
EMP625,Employee #625,Sales,Manager,16595.0,No,0.4116838423085843,Low Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP626,Employee #626,Sales,Sales Executive,8834.0,No,0.8022008122967428,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP630,Employee #630,Research & Development,Research Scientist,5577.0,Yes,0.7084594725709544,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.
EMP631,Employee #631,Sales,Sales Executive,4707.0,No,0.040511952768615425,Low Risk,Continue standard engagement and positive reinforcement.
EMP632,Employee #632,Sales,Sales Representative,2400.0,No,0.9306391724471242,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP634,Employee #634,Research & Development,Healthcare Representative,9824.0,No,0.20587047758506,Low Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP635,Employee #635,Research & Development,Manufacturing Director,6447.0,No,0.05281898816226266,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.
EMP638,Employee #638,Research & Development,Research Director,19502.0,Yes,0.7596326268083115,High Risk,Reduce overtime load where possible to prevent burnout.
EMP639,Employee #639,Research & Development,Research Scientist,2725.0,Yes,0.9565467912942051,High Risk,Reduce overtime load where possible to prevent burnout.; Compensation check. Monthly income is below average; review compensation structure.
EMP641,Employee #641,Sales,Sales Executive,6272.0,No,0.824146030314578,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP643,Employee #643,Research & Development,Laboratory Technician,2127.0,No,0.9745432230969128,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP644,Employee #644,Human Resources,Manager,18200.0,No,0.8104028783279452,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP645,Employee #645,Sales,Sales Representative,2096.0,No,0.7097386105652017,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP647,Employee #647,Research & Development,Laboratory Technician,2886.0,Yes,0.9897466102044155,High Risk,Reduce overtime load where possible to prevent burnout.; Compensation check. Monthly income is below average; review compensation structure.
EMP648,Employee #648,Sales,Sales Representative,2033.0,No,0.963500861575764,High Risk,Low job satisfaction detected. Recommend a career development check-in.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP649,Employee #649,Research & Development,Research Scientist,3622.0,Yes,0.4442422159926297,Low Risk,Reduce overtime load where possible to prevent burnout.
EMP650,Employee #650,Sales,Sales Executive,4233.0,No,0.9205729922712715,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Critical work-life balance issues. Explore flexible hours or remote work options.
EMP652,Employee #652,Research & Development,Laboratory Technician,3681.0,No,0.381455819676608,Low Risk,Continue standard engagement and positive reinforcement.
EMP653,Employee #653,Sales,Sales Executive,5460.0,No,0.3475113856000186,Low Risk,Continue standard engagement and positive reinforcement.
EMP655,Employee #655,Research & Development,Research Scientist,2187.0,No,0.9114982434679639,High Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP656,Employee #656,Sales,Sales Executive,9602.0,Yes,0.8703173900862607,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.
EMP657,Employee #657,Research & Development,Research Scientist,2836.0,No,0.7673281195792969,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP659,Employee #659,Research & Development,Healthcare Representative,4089.0,No,0.0252084361384129,Low Risk,Continue standard engagement and positive reinforcement.
EMP661,Employee #661,Research & Development,Research Director,16627.0,Yes,0.9633782844575017,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP662,Employee #662,Research & Development,Research Scientist,2619.0,No,0.9583247867759241,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP663,Employee #663,Research & Development,Laboratory Technician,5679.0,Yes,0.9275451805961779,High Risk,Reduce overtime load where possible to prevent burnout.
EMP664,Employee #664,Research & Development,Manager,15402.0,No,0.9212938995510637,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Critical work-life balance issues. Explore flexible hours or remote work options.
EMP665,Employee #665,Human Resources,Human Resources,5985.0,No,0.19999412031381925,Low Risk,Continue standard engagement and positive reinforcement.
EMP666,Employee #666,Sales,Sales Representative,2579.0,Yes,0.8375829541036851,High Risk,Reduce overtime load where possible to prevent burnout.; Compensation check. Monthly income is below average; review compensation structure.
EMP667,Employee #667,Sales,Sales Representative,3041.0,No,0.5136705968571518,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP669,Employee #669,Sales,Sales Representative,3447.0,No,0.47664939300981307,Low Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP671,Employee #671,Research & Development,Manager,19513.0,Yes,0.3044946698656173,Low Risk,Reduce overtime load where possible to prevent burnout.
EMP675,Employee #675,Research & Development,Research Scientist,2773.0,No,0.9508653561864057,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP677,Employee #677,Sales,Sales Executive,7104.0,No,0.030384967285012134,Low Risk,Continue standard engagement and positive reinforcement.
EMP679,Employee #679,Research & Development,Research Scientist,6322.0,Yes,0.9839420437947394,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.
EMP680,Employee #680,Research & Development,Research Scientist,2083.0,No,0.9346298972608387,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP682,Employee #682,Sales,Sales Executive,8381.0,No,0.14820214681679778,Low Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP683,Employee #683,Research & Development,Research Scientist,2691.0,No,0.8231929973509503,High Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP684,Employee #684,Sales,Sales Executive,4286.0,No,0.9955929128452199,High Risk,Low job satisfaction detected. Recommend a career development check-in.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP686,Employee #686,Research & Development,Laboratory Technician,2659.0,Yes,0.9323955724712928,High Risk,Reduce overtime load where possible to prevent burnout.; Compensation check. Monthly income is below average; review compensation structure.
EMP689,Employee #689,Research & Development,Manufacturing Director,9434.0,No,0.019235587831471314,Low Risk,Continue standard engagement and positive reinforcement.
EMP690,Employee #690,Sales,Sales Executive,5561.0,No,0.015428032868534988,Low Risk,Review work schedule for better balance.
EMP691,Employee #691,Research & Development,Research Scientist,6646.0,No,0.12372785668816538,Low Risk,Continue standard engagement and positive reinforcement.
EMP692,Employee #692,Research & Development,Healthcare Representative,7725.0,No,0.8776045112830471,High Risk,Critical work-life balance issues. Explore flexible hours or remote work options.
EMP698,Employee #698,Human Resources,Human Resources,10725.0,No,0.15088718365018688,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP699,Employee #699,Research & Development,Manufacturing Director,8847.0,Yes,0.783976948829718,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP700,Employee #700,Research & Development,Research Scientist,2045.0,No,0.9414445326954585,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP701,Employee #701,Research & Development,Research Scientist,1009.0,Yes,0.8893635910210014,High Risk,Reduce overtime load where possible to prevent burnout.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP702,Employee #702,Research & Development,Research Scientist,3348.0,Yes,0.9990644502673091,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP704,Employee #704,Research & Development,Laboratory Technician,1281.0,No,0.9067004047792511,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP705,Employee #705,Research & Development,Research Scientist,2819.0,No,0.9646443447081722,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP707,Employee #707,Sales,Sales Executive,4851.0,No,0.07816539769143088,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP709,Employee #709,Sales,Sales Executive,4028.0,No,0.023655133198221615,Low Risk,Continue standard engagement and positive reinforcement.
EMP710,Employee #710,Research & Development,Research Scientist,2720.0,No,0.9126561970692548,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP712,Employee #712,Sales,Sales Executive,8120.0,No,0.03410391724076491,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP714,Employee #714,Sales,Sales Executive,4647.0,Yes,0.8748323955159946,High Risk,Reduce overtime load where possible to prevent burnout.
EMP715,Employee #715,Research & Development,Research Scientist,4680.0,No,0.10484524271227301,Low Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP716,Employee #716,Research & Development,Laboratory Technician,3221.0,Yes,0.9655954620530665,High Risk,Reduce overtime load where possible to prevent burnout.; Compensation check. Monthly income is below average; review compensation structure.
EMP717,Employee #717,Research & Development,Healthcare Representative,8621.0,No,0.10977802207808081,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP720,Employee #720,Sales,Sales Executive,4577.0,No,0.5986275951130101,High Risk,Continue standard engagement and positive reinforcement.
EMP721,Employee #721,Research & Development,Healthcare Representative,4553.0,No,0.01862287327848214,Low Risk,Continue standard engagement and positive reinforcement.
EMP722,Employee #722,Sales,Sales Executive,5396.0,No,0.01814984676629274,Low Risk,Review work schedule for better balance.
EMP723,Employee #723,Sales,Sales Executive,6796.0,Yes,0.9690654821956937,High Risk,Reduce overtime load where possible to prevent burnout.
EMP724,Employee #724,Research & Development,Healthcare Representative,7625.0,No,0.020242568910272672,Low Risk,Review work schedule for better balance.
EMP725,Employee #725,Research & Development,Manufacturing Director,7412.0,No,0.1196369679161595,Low Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP727,Employee #727,Research & Development,Research Director,11159.0,No,0.01257274047987401,Low Risk,Continue standard engagement and positive reinforcement.
EMP728,Employee #728,Sales,Sales Executive,4960.0,No,0.4507376317414629,Low Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP729,Employee #729,Sales,Sales Executive,10475.0,Yes,0.9865884970205113,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.
EMP730,Employee #730,Research & Development,Research Director,14814.0,No,0.014951482633931345,Low Risk,Continue standard engagement and positive reinforcement.
EMP731,Employee #731,Human Resources,Manager,19141.0,No,0.028156304207714936,Low Risk,Review work schedule for better balance.
EMP732,Employee #732,Sales,Sales Executive,5405.0,No,0.9726074034171199,High Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP733,Employee #733,Research & Development,Manufacturing Director,8793.0,No,0.3369130722876659,Low Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.
EMP734,Employee #734,Human Resources,Manager,19189.0,No,0.022270696481605602,Low Risk,Continue standard engagement and positive reinforcement.
EMP738,Employee #738,Sales,Sales Representative,3875.0,No,0.041541771097499625,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP741,Employee #741,Research & Development,Research Scientist,2216.0,Yes,0.9931046764460656,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP742,Employee #742,Research & Development,Research Director,11713.0,No,0.9703468573533648,High Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP743,Employee #743,Research & Development,Manufacturing Director,7861.0,Yes,0.7644160256144701,High Risk,Reduce overtime load where possible to prevent burnout.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP744,Employee #744,Research & Development,Laboratory Technician,3708.0,No,0.9147202756336038,High Risk,Continue standard engagement and positive reinforcement.
EMP746,Employee #746,Sales,Sales Executive,13770.0,Yes,0.6799925619410782,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.
EMP747,Employee #747,Sales,Sales Executive,5304.0,No,0.09683969190221313,Low Risk,Review work schedule for better balance.
EMP749,Employee #749,Sales,Sales Representative,2642.0,No,0.8208812013736637,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP752,Employee #752,Research & Development,Research Scientist,2759.0,Yes,0.9745010511681123,High Risk,Reduce overtime load where possible to prevent burnout.; Compensation check. Monthly income is below average; review compensation structure.
EMP754,Employee #754,Sales,Sales Executive,6804.0,No,0.14127060472444916,Low Risk,Continue standard engagement and positive reinforcement.
EMP757,Employee #757,Research & Development,Healthcare Representative,6142.0,No,0.020097107199973315,Low Risk,Continue standard engagement and positive reinforcement.
EMP758,Employee #758,Research & Development,Laboratory Technician,2500.0,No,0.7341163877510966,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP760,Employee #760,Human Resources,Human Resources,6389.0,No,0.6992486406988877,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Critical work-life balance issues. Explore flexible hours or remote work options.
EMP762,Employee #762,Research & Development,Healthcare Representative,11103.0,No,0.015877050424141045,Low Risk,Review work schedule for better balance.
EMP763,Employee #763,Research & Development,Research Scientist,2342.0,Yes,0.9710527884580027,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP764,Employee #764,Research & Development,Healthcare Representative,6811.0,No,0.9052971705808183,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Critical work-life balance issues. Explore flexible hours or remote work options.
EMP766,Employee #766,Sales,Sales Representative,2297.0,No,0.5666429040523729,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP769,Employee #769,Research & Development,Laboratory Technician,2450.0,No,0.879278747607187,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP771,Employee #771,Research & Development,Healthcare Representative,5093.0,No,0.3424793229969641,Low Risk,Low job satisfaction detected. Recommend a career development check-in.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP772,Employee #772,Research & Development,Laboratory Technician,5309.0,No,0.7241735723499721,High Risk,Continue standard engagement and positive reinforcement.
EMP773,Employee #773,Research & Development,Research Scientist,3057.0,Yes,0.9278959216673819,High Risk,Reduce overtime load where possible to prevent burnout.; Critical work-life balance issues. Explore flexible hours or remote work options.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP775,Employee #775,Research & Development,Manufacturing Director,5121.0,No,0.5478490386581399,High Risk,Low job satisfaction detected. Recommend a career development check-in.
