employee_id,full_name,department,job_role,monthly_income,overtime,risk_score,risk_category,recommended_actions
EMP307,Employee #307,Sales,Sales Executive,10609.0,No,0.5209973708088864,High Risk,Review work schedule for better balance.
EMP308,Employee #308,Research & Development,Manufacturing Director,4345.0,No,0.5696944611318114,High Risk,Continue standard engagement and positive reinforcement.
EMP309,Employee #309,Research & Development,Research Scientist,2177.0,No,0.6547478470553014,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP311,Employee #311,Sales,Sales Representative,2793.0,No,0.7393219132421207,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP312,Employee #312,Sales,Sales Executive,7918.0,No,0.3534693918362001,Low Risk,Continue standard engagement and positive reinforcement.
EMP314,Employee #314,Sales,Sales Executive,8789.0,No,0.4589407764822173,Low Risk,Continue standard engagement and positive reinforcement.
EMP315,Employee #315,Research & Development,Research Scientist,2389.0,Yes,0.9162300441022735,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP316,Employee #316,Research & Development,Laboratory Technician,3212.0,No,0.6593696863954744,High Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP319,Employee #319,Research & Development,Manager,19232.0,No,0.3092497514489595,Low Risk,Continue standard engagement and positive reinforcement.
EMP321,Employee #321,Human Resources,Human Resources,2267.0,No,0.6518814223131975,High Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP323,Employee #323,Sales,Manager,19517.0,No,0.33427235588871435,Low Risk,Review work schedule for better balance.
EMP325,Employee #325,Research & Development,Laboratory Technician,2436.0,Yes,0.9442463618435147,High Risk,Reduce overtime load where possible to prevent burnout.; Critical work-life balance issues. Explore flexible hours or remote work options.; Compensation check. Monthly income is below average; review compensation structure.
EMP327,Employee #327,Sales,Manager,16064.0,Yes,0.753523652844748,High Risk,Reduce overtime load where possible to prevent burnout.
EMP328,Employee #328,Research & Development,Laboratory Technician,2707.0,No,0.8195871338912164,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP329,Employee #329,Sales,Manager,19068.0,Yes,0.6428859811004696,High Risk,Reduce overtime load where possible to prevent burnout.
EMP330,Employee #330,Sales,Sales Representative,3931.0,No,0.34473459271952933,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP331,Employee #331,Research & Development,Laboratory Technician,3730.0,Yes,0.9185259302389701,High Risk,Reduce overtime load where possible to prevent burnout.; Critical work-life balance issues. Explore flexible hours or remote work options.
EMP332,Employee #332,Research & Development,Laboratory Technician,2232.0,No,0.6111181906606733,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP333,Employee #333,Sales,Sales Executive,4465.0,No,0.4300022768048815,Low Risk,Continue standard engagement and positive reinforcement.
EMP334,Employee #334,Research & Development,Research Scientist,3072.0,No,0.7945292348674733,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP335,Employee #335,Research & Development,Research Scientist,3319.0,No,0.6258663355541438,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP336,Employee #336,Research & Development,Manager,19202.0,No,0.3379672385792008,Low Risk,Continue standard engagement and positive reinforcement.
EMP337,Employee #337,Research & Development,Research Director,13675.0,No,0.34902585523765367,Low Risk,Continue standard engagement and positive reinforcement.
EMP338,Employee #338,Research & Development,Research Scientist,2911.0,No,0.6403210347966163,High Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP339,Employee #339,Research & Development,Manufacturing Director,5957.0,No,0.39435541492821685,Low Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP340,Employee #340,Research & Development,Research Scientist,3920.0,No,0.4987433948734386,Low Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.
EMP341,Employee #341,Research & Development,Manufacturing Director,6434.0,No,0.7037139479833203,High Risk,Continue standard engagement and positive reinforcement.
EMP342,Employee #342,Research & Development,Manufacturing Director,10048.0,No,0.7557044540018901,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP343,Employee #343,Research & Development,Healthcare Representative,10938.0,No,0.4627788076786386,Low Risk,Continue standard engagement and positive reinforcement.
EMP346,Employee #346,Research & Development,Research Scientist,2340.0,No,0.6453304363922444,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP347,Employee #347,Research & Development,Research Scientist,6545.0,Yes,0.8956663385097743,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.
EMP349,Employee #349,Sales,Sales Executive,6931.0,No,0.2900677219097542,Low Risk,Continue standard engagement and positive reinforcement.
EMP350,Employee #350,Research & Development,Manufacturing Director,4898.0,No,0.6319389319899282,High Risk,Continue standard engagement and positive reinforcement.
EMP351,Employee #351,Research & Development,Laboratory Technician,2593.0,Yes,0.8153847049419479,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP352,Employee #352,Research & Development,Research Director,19436.0,No,0.3691746563662577,Low Risk,Continue standard engagement and positive reinforcement.
EMP353,Employee #353,Research & Development,Research Scientist,2723.0,No,0.6458628860239729,High Risk,Review work schedule for better balance.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP355,Employee #355,Research & Development,Laboratory Technician,3479.0,No,0.6248796585941014,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP359,Employee #359,Research & Development,Laboratory Technician,2794.0,No,0.8649691826526749,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Critical work-life balance issues. Explore flexible hours or remote work options.; Compensation check. Monthly income is below average; review compensation structure.
EMP361,Employee #361,Sales,Sales Executive,5249.0,No,0.31950828073661214,Low Risk,Continue standard engagement and positive reinforcement.
EMP362,Employee #362,Research & Development,Laboratory Technician,2176.0,No,0.6517703818551688,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP363,Employee #363,Sales,Manager,16872.0,Yes,0.8281327067438689,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.
EMP364,Employee #364,Research & Development,Laboratory Technician,3485.0,No,0.8859371196605612,High Risk,Critical work-life balance issues. Explore flexible hours or remote work options.; Compensation check. Monthly income is below average; review compensation structure.
EMP366,Employee #366,Sales,Sales Executive,6644.0,No,0.7725706326160022,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP367,Employee #367,Research & Development,Healthcare Representative,5582.0,No,0.3477755188986127,Low Risk,Continue standard engagement and positive reinforcement.
EMP369,Employee #369,Research & Development,Healthcare Representative,4000.0,No,0.4620854395254226,Low Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP372,Employee #372,Research & Development,Healthcare Representative,13496.0,Yes,0.7649912885851735,High Risk,Reduce overtime load where possible to prevent burnout.
EMP373,Employee #373,Research & Development,Laboratory Technician,3210.0,No,0.6271390272260965,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP374,Employee #374,Research & Development,Manager,19045.0,Yes,0.6977517251833935,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.
EMP376,Employee #376,Research & Development,Manager,11849.0,Yes,0.9038971824907642,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.
EMP377,Employee #377,Research & Development,Research Scientist,2070.0,No,0.5390251837915196,High Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP378,Employee #378,Sales,Sales Executive,6502.0,No,0.2961103639980756,Low Risk,Continue standard engagement and positive reinforcement.
EMP379,Employee #379,Research & Development,Research Scientist,3230.0,No,0.5879999977296463,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP380,Employee #380,Research & Development,Research Director,13603.0,Yes,0.810292359410617,High Risk,Reduce overtime load where possible to prevent burnout.
EMP381,Employee #381,Research & Development,Manager,11996.0,No,0.40265050050839996,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.
EMP382,Employee #382,Sales,Sales Executive,5605.0,Yes,0.871603282563081,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.
EMP384,Employee #384,Research & Development,Manufacturing Director,6397.0,No,0.7479238236547032,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Critical work-life balance issues. Explore flexible hours or remote work options.
EMP385,Employee #385,Research & Development,Research Director,19144.0,No,0.5289641203829657,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.
EMP386,Employee #386,Research & Development,Research Director,17584.0,Yes,0.7443561872983188,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.
EMP387,Employee #387,Sales,Sales Executive,4907.0,No,0.375493954933285,Low Risk,Continue standard engagement and positive reinforcement.
EMP388,Employee #388,Sales,Sales Executive,4554.0,No,0.4099314259423513,Low Risk,Review work schedule for better balance.
EMP389,Employee #389,Research & Development,Laboratory Technician,5415.0,Yes,0.7651056846528347,High Risk,Reduce overtime load where possible to prevent burnout.
EMP390,Employee #390,Research & Development,Healthcare Representative,4741.0,Yes,0.9249181173783237,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.
EMP391,Employee #391,Research & Development,Research Scientist,2115.0,No,0.6864154871415346,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP392,Employee #392,Research & Development,Laboratory Technician,3161.0,Yes,0.9798497004706889,High Risk,Reduce overtime load where possible to prevent burnout.; Critical work-life balance issues. Explore flexible hours or remote work options.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP393,Employee #393,Research & Development,Healthcare Representative,5745.0,No,0.3560808107521688,Low Risk,Continue standard engagement and positive reinforcement.
EMP394,Employee #394,Research & Development,Laboratory Technician,2373.0,Yes,0.9040759628588765,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP395,Employee #395,Research & Development,Research Scientist,3310.0,No,0.5767396888438171,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP396,Employee #396,Research & Development,Research Director,18665.0,Yes,0.8925067185147206,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.
EMP397,Employee #397,Research & Development,Research Scientist,4485.0,No,0.3419913838323931,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP399,Employee #399,Sales,Sales Representative,2789.0,No,0.7185621409821298,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP401,Employee #401,Sales,Sales Executive,5828.0,Yes,0.8663896838399633,High Risk,Reduce overtime load where possible to prevent burnout.
EMP403,Employee #403,Research & Development,Research Scientist,2326.0,Yes,0.9516878319255511,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP404,Employee #404,Sales,Sales Executive,13525.0,No,0.5300465871566082,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP405,Employee #405,Research & Development,Laboratory Technician,1420.0,No,0.639069912218922,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP406,Employee #406,Sales,Sales Executive,8020.0,No,0.36361872702893777,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.
EMP407,Employee #407,Research & Development,Laboratory Technician,3688.0,No,0.6438500449967917,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP408,Employee #408,Research & Development,Manufacturing Director,5482.0,No,0.5759736668000696,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP410,Employee #410,Sales,Manager,16015.0,No,0.41507115075826306,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP411,Employee #411,Sales,Sales Representative,1200.0,No,0.7058077450718763,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP412,Employee #412,Research & Development,Healthcare Representative,5661.0,No,0.452630822901602,Low Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP416,Employee #416,Sales,Sales Executive,6929.0,No,0.2551931845632022,Low Risk,Review work schedule for better balance.
EMP417,Employee #417,Research & Development,Healthcare Representative,9613.0,No,0.2890282153548874,Low Risk,Review work schedule for better balance.
EMP419,Employee #419,Research & Development,Laboratory Technician,5674.0,No,0.38959736230679914,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP420,Employee #420,Sales,Sales Executive,5484.0,No,0.2992004735603306,Low Risk,Review work schedule for better balance.
EMP421,Employee #421,Research & Development,Research Director,12061.0,No,0.5826146011303609,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP422,Employee #422,Research & Development,Healthcare Representative,5660.0,Yes,0.8185371446673986,High Risk,Reduce overtime load where possible to prevent burnout.
EMP423,Employee #423,Research & Development,Research Scientist,4821.0,Yes,0.8364595119349757,High Risk,Reduce overtime load where possible to prevent burnout.
EMP424,Employee #424,Human Resources,Human Resources,6410.0,No,0.7718518412053821,High Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP425,Employee #425,Research & Development,Laboratory Technician,5210.0,No,0.7948962886922373,High Risk,Low job satisfaction detected. Recommend a career development check-in.
EMP426,Employee #426,Research & Development,Research Scientist,2695.0,Yes,0.8209668786495447,High Risk,Reduce overtime load where possible to prevent burnout.; Critical work-life balance issues. Explore flexible hours or remote work options.; Compensation check. Monthly income is below average; review compensation structure.
EMP428,Employee #428,Research & Development,Manager,11878.0,No,0.5025743577627935,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP429,Employee #429,Research & Development,Manager,17068.0,Yes,0.6616985658564718,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.
EMP430,Employee #430,Research & Development,Laboratory Technician,2455.0,No,0.6308954379842053,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP431,Employee #431,Research & Development,Healthcare Representative,13964.0,Yes,0.7674230646040873,High Risk,Reduce overtime load where possible to prevent burnout.
EMP433,Employee #433,Research & Development,Research Scientist,4941.0,No,0.30485090006473453,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.
EMP434,Employee #434,Research & Development,Research Scientist,2478.0,Yes,0.8738627281211206,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP436,Employee #436,Sales,Sales Executive,5228.0,Yes,0.7925127432132041,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP437,Employee #437,Sales,Sales Executive,4478.0,Yes,0.7580342935601321,High Risk,Reduce overtime load where possible to prevent burnout.
EMP438,Employee #438,Sales,Sales Executive,7547.0,No,0.2843332110718954,Low Risk,Continue standard engagement and positive reinforcement.
EMP439,Employee #439,Research & Development,Research Scientist,5055.0,No,0.525146619518021,High Risk,Review work schedule for better balance.
EMP440,Employee #440,Research & Development,Research Scientist,3464.0,Yes,0.8478364510156803,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP441,Employee #441,Research & Development,Research Scientist,5775.0,No,0.28049550485593483,Low Risk,Continue standard engagement and positive reinforcement.
EMP442,Employee #442,Research & Development,Manufacturing Director,8943.0,No,0.4341589445671413,Low Risk,Continue standard engagement and positive reinforcement.
EMP444,Employee #444,Research & Development,Manager,19272.0,No,0.369650718811699,Low Risk,Continue standard engagement and positive reinforcement.
EMP445,Employee #445,Sales,Sales Executive,5238.0,Yes,0.8828479073452415,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP446,Employee #446,Sales,Sales Executive,4682.0,No,0.40883362687082986,Low Risk,Review work schedule for better balance.
EMP447,Employee #447,Research & Development,Research Director,18300.0,No,0.37526087895366766,Low Risk,Continue standard engagement and positive reinforcement.
EMP448,Employee #448,Research & Development,Laboratory Technician,5257.0,No,0.5132358196804625,High Risk,Continue standard engagement and positive reinforcement.
EMP449,Employee #449,Sales,Sales Executive,6349.0,Yes,0.7395550279516686,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP450,Employee #450,Research & Development,Research Scientist,4869.0,No,0.40474948993074483,Low Risk,Review work schedule for better balance.
EMP451,Employee #451,Research & Development,Healthcare Representative,9985.0,No,0.668574093015991,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP452,Employee #452,Research & Development,Research Scientist,3697.0,No,0.26109008411110657,Low Risk,Continue standard engagement and positive reinforcement.
EMP453,Employee #453,Sales,Sales Executive,7457.0,Yes,0.9204904630617387,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.
EMP454,Employee #454,Research & Development,Laboratory Technician,2119.0,Yes,0.8840627467354727,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP455,Employee #455,Research & Development,Laboratory Technician,3983.0,No,0.2840224528978395,Low Risk,Continue standard engagement and positive reinforcement.
EMP456,Employee #456,Sales,Sales Executive,6118.0,No,0.26196601726700414,Low Risk,Continue standard engagement and positive reinforcement.
EMP458,Employee #458,Sales,Sales Executive,6214.0,No,0.3233632765308604,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP460,Employee #460,Research & Development,Manufacturing Director,6347.0,No,0.3031628912174783,Low Risk,Review work schedule for better balance.
EMP461,Employee #461,Research & Development,Research Director,11510.0,Yes,0.8287332727061398,High Risk,Reduce overtime load where possible to prevent burnout.
EMP462,Employee #462,Research & Development,Manufacturing Director,7143.0,Yes,0.7908619078975738,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.
EMP463,Employee #463,Sales,Sales Executive,8268.0,Yes,0.6928999301466745,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP464,Employee #464,Research & Development,Manufacturing Director,8095.0,No,0.34395161691735204,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP465,Employee #465,Research & Development,Research Scientist,2904.0,No,0.6654491823552832,High Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP466,Employee #466,Research & Development,Manufacturing Director,6032.0,Yes,0.8281070461056983,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP467,Employee #467,Sales,Sales Representative,2976.0,No,0.6679794396928141,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP468,Employee #468,Research & Development,Research Director,15992.0,No,0.6827413483746649,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP469,Employee #469,Sales,Sales Executive,4649.0,No,0.35703783666389954,Low Risk,Review work schedule for better balance.
EMP470,Employee #470,Human Resources,Human Resources,2696.0,Yes,0.8492256951787919,High Risk,Reduce overtime load where possible to prevent burnout.; Compensation check. Monthly income is below average; review compensation structure.
EMP471,Employee #471,Research & Development,Laboratory Technician,2370.0,No,0.651133997348117,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP473,Employee #473,Sales,Manager,12504.0,No,0.8536849521794043,High Risk,Critical work-life balance issues. Explore flexible hours or remote work options.
EMP474,Employee #474,Research & Development,Research Scientist,5974.0,Yes,0.826224272811393,High Risk,Reduce overtime load where possible to prevent burnout.; Low job satisfaction detected. Recommend a career development check-in.
EMP475,Employee #475,Sales,Sales Executive,4736.0,Yes,0.8239106370305278,High Risk,Reduce overtime load where possible to prevent burnout.
EMP476,Employee #476,Sales,Sales Executive,5296.0,No,0.2803928992847874,Low Risk,Continue standard engagement and positive reinforcement.
EMP477,Employee #477,Research & Development,Healthcare Representative,6781.0,No,0.6534931798347453,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP478,Employee #478,Sales,Sales Representative,2174.0,Yes,0.9052677361853835,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP479,Employee #479,Sales,Sales Executive,6653.0,No,0.5470343863740234,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP481,Employee #481,Sales,Sales Executive,9699.0,No,0.5760650576069103,High Risk,Continue standard engagement and positive reinforcement.
EMP482,Employee #482,Research & Development,Healthcare Representative,6755.0,No,0.30101769021910796,Low Risk,Continue standard engagement and positive reinforcement.
EMP483,Employee #483,Research & Development,Laboratory Technician,2213.0,Yes,0.8598833374962372,High Risk,Reduce overtime load where possible to prevent burnout.; Compensation check. Monthly income is below average; review compensation structure.
EMP484,Employee #484,Sales,Sales Representative,2610.0,No,0.7958819959110692,High Risk,Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP485,Employee #485,Sales,Sales Representative,2851.0,Yes,0.9087711298582442,High Risk,Reduce overtime load where possible to prevent burnout.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP486,Employee #486,Research & Development,Laboratory Technician,3452.0,No,0.6428877269609299,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP487,Employee #487,Research & Development,Manufacturing Director,5258.0,No,0.6255939949416859,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP488,Employee #488,Sales,Sales Executive,9355.0,No,0.6703783917009412,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP491,Employee #491,Research & Development,Healthcare Representative,10496.0,No,0.31591335823461386,Low Risk,Continue standard engagement and positive reinforcement.
EMP492,Employee #492,Sales,Sales Executive,6380.0,Yes,0.8794774398097397,High Risk,Reduce overtime load where possible to prevent burnout.
EMP493,Employee #493,Research & Development,Research Scientist,2657.0,Yes,0.8443939680545967,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP494,Employee #494,Sales,Sales Representative,2716.0,No,0.7166514600965005,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP495,Employee #495,Research & Development,Research Scientist,2201.0,No,0.6400139302053462,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP496,Employee #496,Research & Development,Healthcare Representative,6540.0,No,0.5309407879949193,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP497,Employee #497,Research & Development,Laboratory Technician,3816.0,No,0.2965909237887781,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP498,Employee #498,Sales,Sales Executive,5253.0,No,0.33205337341665514,Low Risk,Continue standard engagement and positive reinforcement.
EMP499,Employee #499,Research & Development,Healthcare Representative,10965.0,No,0.37783402666698945,Low Risk,Continue standard engagement and positive reinforcement.
EMP500,Employee #500,Sales,Sales Executive,4936.0,No,0.3330793391420265,Low Risk,Review work schedule for better balance.
EMP501,Employee #501,Research & Development,Research Scientist,2543.0,No,0.6554596945735588,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP502,Employee #502,Sales,Sales Executive,5304.0,Yes,0.8364971516755065,High Risk,Reduce overtime load where possible to prevent burnout.; Review work schedule for better balance.
EMP505,Employee #505,Research & Development,Manager,16659.0,Yes,0.7019652688482211,High Risk,Reduce overtime load where possible to prevent burnout.
EMP507,Employee #507,Sales,Sales Executive,4260.0,Yes,0.7891633084334383,High Risk,Reduce overtime load where possible to prevent burnout.
EMP508,Employee #508,Sales,Sales Representative,2476.0,No,0.7212053244447796,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP510,Employee #510,Research & Development,Research Scientist,3102.0,No,0.8158572423265393,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP511,Employee #511,Research & Development,Research Scientist,2244.0,No,0.7519231549213738,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.; Compensation check. Monthly income is below average; review compensation structure.
EMP513,Employee #513,Sales,Sales Executive,7596.0,No,0.28197564289036203,Low Risk,Continue standard engagement and positive reinforcement.
EMP514,Employee #514,Research & Development,Research Scientist,2285.0,Yes,0.9086802119678821,High Risk,Reduce overtime load where possible to prevent burnout.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP515,Employee #515,Research & Development,Laboratory Technician,3034.0,No,0.7109842561615645,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.; Compensation check. Monthly income is below average; review compensation structure.
EMP516,Employee #516,Sales,Sales Executive,5715.0,No,0.27566787621739997,Low Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP517,Employee #517,Research & Development,Laboratory Technician,2576.0,No,0.708531472398018,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Compensation check. Monthly income is below average; review compensation structure.
EMP518,Employee #518,Research & Development,Manufacturing Director,4197.0,Yes,0.8875836026785874,High Risk,Reduce overtime load where possible to prevent burnout.; Moderate job satisfaction. Seek feedback on potential workplace friction points.; Review work schedule for better balance.; New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.
EMP520,Employee #520,Research & Development,Research Director,14336.0,No,0.5064553129936056,High Risk,Moderate job satisfaction. Seek feedback on potential workplace friction points.
EMP521,Employee #521,Research & Development,Laboratory Technician,3448.0,No,0.6912981521126976,High Risk,New hire (under 2 years). Prioritize onboarding feedback and mentorship programs.; Compensation check. Monthly income is below average; review compensation structure.
EMP522,Employee #522,Research & Development,Research Director,19406.0,No,0.606173364513557,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Review work schedule for better balance.
EMP523,Employee #523,Sales,Sales Executive,6538.0,No,0.4017547080277606,Low Risk,Continue standard engagement and positive reinforcement.
EMP524,Employee #524,Research & Development,Manufacturing Director,4306.0,No,0.6054796865468393,High Risk,Low job satisfaction detected. Recommend a career development check-in.; Critical work-life balance issues. Explore flexible hours or remote work options.
EMP525,Employee #525,Research & Development,Laboratory Technician,2258.0,No,0.6872024311375422,High Risk,Compensation check. Monthly income is below average; review compensation structure.
EMP526,Employee #526,Research & Development,Healthcare Representative,4522.0,Yes,0.7478856412188825,High Risk,Reduce overtime load where possible to prevent burnout.
EMP527,Employee #527,Sales,Sales Executive,4487.0,Yes,0.8024682108276053,High Risk,Reduce overtime load where possible to prevent burnout.
EMP529,Employee #529,Research & Development,Research Scientist,4449.0,Yes,0.8918442345917719,High Risk,Reduce overtime load where possible to prevent burnout.
